codigo,descripcion,unidad_medida,tipo
MOB 00-07,HELADERA PHILIP WIRPOOL,UNIDAD,MOBILIARIO
MOB 00-08,HORNO ELECTRICO,UNIDAD,MOBILIARIO
MOB 00-09,CALEFON ELECTRICO 40 LTS,UNIDAD,MOBILIARIO
MOB 00-10,CALEFON ELECTRICO 120 LTS,UNIDAD,MOBILIARIO
MOB 00-11,MESA DE FORMICA COLOR GRIS (COMEDOR),UNIDAD,MOBILIARIO
MOB 00-12,SILLAS COMEDOR,UNIDAD,MOBILIARIO
MOB 00-13,SILLAS PLEGABLES MADERA Y HIERRO,UNIDAD,MOBILIARIO
MOB 00-14,DESAYUNERO MADERA Y HIERRO,UNIDAD,MOBILIARIO
MOB 00-15,IMPRESORA EPSON T X 235 PERSONAL,UNIDAD,MOBILIARIO
MOB 00-16,IMPRESORA HP LASER JET 2840 GERENCIA,UNIDAD,MOBILIARIO
MOB 00-17,IMPRESORA HP 1522 ADMINISTRACION,UNIDAD,MOBILIARIO
MOB 00-18,IMPRESORA HP DESKYET 3050 VENTAS,UNIDAD,MOBILIARIO
MOB 00-19,COMPUTADORA ALL IN ONE DELL,UNIDAD,MOBILIARIO
MOB 00-20,COMPUTADORA ALL IN ONE PH,UNIDAD,MOBILIARIO
MOB 00-21,MONITOR COMPUTADORA,UNIDAD,MOBILIARIO
MOB 00-22,SERVIDOR DELL,UNIDAD,MOBILIARIO
MOB 00-23,ESCRITORIOS OFICINA TÉCNICA,UNIDAD,MOBILIARIO
MOB 00-24,ARCHIVERO OFICINA TÉCNICA,UNIDAD,MOBILIARIO
MOB 00-25,BIBLIOTECA OFICINA TÉCNICA,UNIDAD,MOBILIARIO
MOB 00-26,BIBLIOTECA BAJA CON PUERTAS OFICINA TÉCNICA,UNIDAD,MOBILIARIO
MOB 00-27,IMPRESORA HP DESKYET 4625,UNIDAD,MOBILIARIO
MOB 00-28,SILLON DIRECTORIO OFICINA TÉCNICA,UNIDAD,MOBILIARIO
MOB 00-29,ESCRITORIOS OFICINA ADMINISTRACIÓN,UNIDAD,MOBILIARIO
MOB 00-30,BIBLIOTECA ALTA ADMINISTRACIÓN,UNIDAD,MOBILIARIO
MOB 00-31,BIBLIOTECA ALTA CON PUERTAS ADMINISTRACIÓN,UNIDAD,MOBILIARIO
MOB 00-32,SILLON DIRECTORIO ADMINISTRACIÓN,UNIDAD,MOBILIARIO
MOB 00-33,MESA RATONA ADMINISTRACIÓN,UNIDAD,MOBILIARIO
MOB 00-34,SILLAS RECEPCIÓN ADMINISTRACIÓN,UNIDAD,MOBILIARIO
MOB 00-35,ESCRITORIO ESQUINERO CHICO,UNIDAD,MOBILIARIO
MOB 00-36,MESA REDONDA PERSONAL,UNIDAD,MOBILIARIO
MOB 00-37,BIBLIOTECA BAJA PERSONAL,UNIDAD,MOBILIARIO
MOB 00-38,BIBLIOTECA ALTA PERSONAL,UNIDAD,MOBILIARIO
MOB 00-39,SILLON DIRECTORIO PERSONAL,UNIDAD,MOBILIARIO
MOB 00-40,ESCRITORIO ESQUINERO GRANDE,UNIDAD,MOBILIARIO
MOB 00-41,MESA DIRECTORIO,UNIDAD,MOBILIARIO
MOB 00-42,SILLAS DIRECTORIO SALA DE REUNIÓN,UNIDAD,MOBILIARIO
MOB 00-43,ESCRITORIO VENTAS,UNIDAD,MOBILIARIO
MOB 00-44,BIBLIOTECA ALTA CON PUERTAS VENTAS,UNIDAD,MOBILIARIO
MOB 00-45,BIBLIOTECA BAJA CON PUERTAS DIRECTORIO,UNIDAD,MOBILIARIO
MOB 00-46,BIBLIOTECA ALTA SIN PUERTAS,UNIDAD,MOBILIARIO
MOB 00-47,FICHERO ADMINISTRACION,UNIDAD,MOBILIARIO
MOB 00-48,BIBLIOTECA BAJA CON PUERTAS ADMINISTRACION,UNIDAD,MOBILIARIO
MOB 00-49,SILLA DE HIERRO TAPIZADA PERSONAL,UNIDAD,MOBILIARIO
MOB 00-50,BIBLIOTECA SIN PUERTAS BAJA PERSONAL,UNIDAD,MOBILIARIO
MOB 00-51,EQUIPO A A ABITARE PERSONAL,UNIDAD,MOBILIARIO
MOB 00-52,PIZARRA CON ATRIL (RODOFOLIO),UNIDAD,MOBILIARIO
MOB 00-53,IMPRESORA EPSON X P211OFICINA TECNICA,UNIDAD,MOBILIARIO
MOB 00-54,ESTUFA CONVECTOR DE MICA LUFT,UNIDAD,MOBILIARIO
MOB 00-55,VENTILADOR DE PIE STYLO,UNIDAD,MOBILIARIO
MOB 00-56,LOKER METALICO 12 PUERTAS,UNIDAD,MOBILIARIO
MOB 00-57,GABINETE METALICO 2 PUERTAS,UNIDAD,MOBILIARIO
MOB 00-58,ESTANTERIA METALICA 4 ESTANTES,UNIDAD,MOBILIARIO
MOB 00-59,A A SURREY 3000 FC COMEDOR,UNIDAD,MOBILIARIO
MOB 00-60,A A DECO 4500 FC OFICINA ADMINISTRACION Y GERENCIA,UNIDAD,MOBILIARIO
MOB 00-61,A A SURREY 3000 FC OFICINA TECNICA,UNIDAD,MOBILIARIO
MOB 00-62,A A SURREY 3000 FC SIN USO,UNIDAD,MOBILIARIO
MOB 00-63,"RADIADOR DE MICA ""e-Home"" 650/1300 W OF TECNICA",UNIDAD,MOBILIARIO
MOB 00-64,CALOVENTOR Home Leader PTC-13 OF TECNICA,UNIDAD,MOBILIARIO
MOB 00-65,PLATOS PLAYOS,UNIDAD,MOBILIARIO
MOB 00-66,INDIVIDUALES,UNIDAD,MOBILIARIO
MOB 00-67,CUCHILLOS,UNIDAD,MOBILIARIO
MOB 00-68,CUCHARAS GRANDES,UNIDAD,MOBILIARIO
MOB 00-69,CUCHARAS CHICAS,UNIDAD,MOBILIARIO
MOB 00-70,TENEDORES,UNIDAD,MOBILIARIO
MOB 00-71,TUPPER SANREMO,UNIDAD,MOBILIARIO
MOB 00-72,ABRE LATAS LOEKEMEYER,UNIDAD,MOBILIARIO
MOB 00-73,TABLA PARA PICAR DE MADERA,UNIDAD,MOBILIARIO
MOB 00-74,VASOS PLASTICOS,UNIDAD,MOBILIARIO
MOB 00-75,TAZAS DE VIDRIO,UNIDAD,MOBILIARIO
MOB 00-76,REPASADORES,UNIDAD,MOBILIARIO
MOB 00-77,FRAZADAS 1 PLAZA,UNIDAD,MOBILIARIO
MOB 00-78,IMPRESORA HP LASER JET 135W,UNIDAD,MOBILIARIO
MOB 00-79,ESTUFA CONVECTOR MARCA NEX (CASA EUGENIA),UNIDAD,MOBILIARIO
MOB 00-80,TERMOTANQUE ELECTRICO SEÑORIAL 120 L ( NUEVO DEV. EL CASTAÑO ),UNIDAD,MOBILIARIO
SC-576,BANCO PARA TAMBORES,UNIDAD,ACCESORIOS
SC-577,BARDAHAL 20L,UNIDAD,ACCESORIOS
SC-578,BOMBA DE SUCCIÒN PARA ACEITES,UNIDAD,ACCESORIOS
SC-579,COMPUESTO SELLANTE O.P. 212 - AC/2 18KG ,UNIDAD,ACCESORIOS
SC-580,COMPUESTO SELLANTE O.P. 212 - AC/2 18KG ,UNIDAD,ACCESORIOS
SC-581,GREIF 20L,UNIDAD,ACCESORIOS
SC-582,LAPSA  20L,UNIDAD,ACCESORIOS
SC-583,MATEX HAMMER OIL,UNIDAD,ACCESORIOS
SC-584,MOBIL SHC COPRESSOR LUBE 20L,UNIDAD,ACCESORIOS
SC-585,PETRONAS AKROS IDRAULIC 68,UNIDAD,ACCESORIOS
SC-586,SHELL CORENA S4 R32 20L,UNIDAD,ACCESORIOS
SC-587,SHELL SPIRAL 20L,UNIDAD,ACCESORIOS
SC-588,SLIMEPRO TIRE SEALANTE - OTR ,UNIDAD,ACCESORIOS
SC-589,TACHO 200L VACIO,UNIDAD,ACCESORIOS
SC-590,YPF ANTICORROSIVO INORGANICO 20L,UNIDAD,ACCESORIOS
SC-591,YPF REPSOL TRANSMISION 20L,UNIDAD,ACCESORIOS
SC-592,YPF TRANSMISION GEAR OIL,UNIDAD,ACCESORIOS
SC-593,"ALAMBRE 2,5MM X 7M",UNIDAD,ACCESORIOS
SC-594,ALMOHADON BLANCO 108CM X 28CM,UNIDAD,ACCESORIOS
SC-595,ALMOHADON BLANCO 108CM X 70CM,UNIDAD,ACCESORIOS
SC-596,ALMOHADON BLANCO 60CM X 28CM,UNIDAD,ACCESORIOS
SC-597,ALMOHADON BLANCO 60CM X 28CM,UNIDAD,ACCESORIOS
SC-598,ALMOHADON BLANCO 62CM X 63CM,UNIDAD,ACCESORIOS
SC-599,ALMOHADON BLANCO 65CM X 30CM,UNIDAD,ACCESORIOS
SC-600,ALMOHADON BLANCO 92CM X 70CM,UNIDAD,ACCESORIOS
SC-601,ALMOHADON BLANCO 94CM X 28CM,UNIDAD,ACCESORIOS
SC-602,ALMOHADON BLANCO 94CM X 78CM,UNIDAD,ACCESORIOS
SC-603,ANTIVUELCO,UNIDAD,ACCESORIOS
SC-604,BASE ELSTICA,UNIDAD,ACCESORIOS
SC-605,BOLSA CON COMBI JUAMPI,UNIDAD,ACCESORIOS
SC-606,BOTAVARA,UNIDAD,ACCESORIOS
SC-607,CAMA ELASTICA,UNIDAD,ACCESORIOS
SC-608,CAÑO PVC BLANCO,UNIDAD,ACCESORIOS
SC-609,CARCAZA PARA FILTRO DDE AIRE 55CM X 30CM,UNIDAD,ACCESORIOS
SC-610,CORREDERAS PORTON,UNIDAD,ACCESORIOS
SC-611,FORD 1951,UNIDAD,ACCESORIOS
SC-612,GOMA GUARDABARRO TRASERO TOYOTA,UNIDAD,ACCESORIOS
SC-613,MADETA MACHIMBRE 12CM X 40CM,UNIDAD,ACCESORIOS
SC-614,MOTOR PORTON,UNIDAD,ACCESORIOS
SC-615,"PALO ROLLIZO 1,4M",UNIDAD,ACCESORIOS
SC-616,PARAGOLPE DELANTERO PLASTICIO BLANCO,UNIDAD,ACCESORIOS
SC-617,PARAGOLPE TRASERO CAMIUINETA,UNIDAD,ACCESORIOS
SC-618,PARAGOLPE TRASERO CROMADO,UNIDAD,ACCESORIOS
SC-619,PARAGOLPE TRASERO CROMADO,UNIDAD,ACCESORIOS
SC-620,PARAGOLPES DE CAÑO TRASERO CAMIONETA,UNIDAD,ACCESORIOS
SC-621,PARAGOLPES DE CHAPA DELKANTERO,UNIDAD,ACCESORIOS
SC-622,PARAGOLPES DELANTERO GRIS,UNIDAD,ACCESORIOS
SC-623,PARAGOLPES METALICO TRASERO CHICO,UNIDAD,ACCESORIOS
SC-624,PARAGOLPES PLASTICO DELANTERO,UNIDAD,ACCESORIOS
SC-625,PARRIKKLA DELANTERA TOYOTA,UNIDAD,ACCESORIOS
SC-626,PARRILLA DELANTERA METALICA,UNIDAD,ACCESORIOS
SC-627,PEUGEOT 404,UNIDAD,ACCESORIOS
SC-628,PISO METALICO,UNIDAD,ACCESORIOS
SC-629,PORTATABLAS,UNIDAD,ACCESORIOS
SC-630,PUSO VEHICULO - PLASTICO Y METALICO ,UNIDAD,ACCESORIOS
SC-631,SOPORTE EXTINTOR DOBLE PARA CAMIONETA,UNIDAD,ACCESORIOS
SC-632,SOPORTE PARA GANCHO,UNIDAD,ACCESORIOS
SC-633,TABLA DE WINDSURF,UNIDAD,ACCESORIOS
SC-634,TABLA WINDSURF,UNIDAD,ACCESORIOS
SC-635,TOMA DE AIRE AIRFLOW,UNIDAD,ACCESORIOS
SC-636,TUBO GNC,UNIDAD,ACCESORIOS
Comb-St-008,Nº 8,UNIDAD,HERRAMIENTAS
Comb-St-009,Nº 9,UNIDAD,HERRAMIENTAS
Comb-St-010,Nº 10,UNIDAD,HERRAMIENTAS
Comb-St-011,Nº 11,UNIDAD,HERRAMIENTAS
Comb-St-013,Nº 13,UNIDAD,HERRAMIENTAS
Comb-St-014,Nº 14,UNIDAD,HERRAMIENTAS
Comb-St-017,Nº 17,UNIDAD,HERRAMIENTAS
Comb-St-022,Nº 22,UNIDAD,HERRAMIENTAS
Cut-St-162,POR.CUCH.RE162mmSTANLEY-10175 (reemplazo del 10-065),UNIDAD,HERRAMIENTAS
Torx-H-ST-010,"BOC.1/2""TORXhemE10 STANL-92545",UNIDAD,HERRAMIENTAS
Torx-H-ST-011,"BOC.1/2""TORXhemE11 STANL-92546",UNIDAD,HERRAMIENTAS
Torx-H-ST-012,"BOC.1/2""TORXhemE12 STANL-92478",UNIDAD,HERRAMIENTAS
Torx-H-ST-014,"BOC.1/2""TORXhemE14 STANL-92479",UNIDAD,HERRAMIENTAS
Torx-H-ST-016,"BOC.1/2""TORXhemE16 STANL-92489",UNIDAD,HERRAMIENTAS
Torx-H-ST-018,"BOC.1/2""TORXhemE18 STANL-92503",UNIDAD,HERRAMIENTAS
Torx-H-ST-020,"BOC.1/2""TORXhemE20 STANL-92505",UNIDAD,HERRAMIENTAS
Torx-M-ST-020,"BOCptaTORX 1/2""T20 STAN 89-215",UNIDAD,HERRAMIENTAS
Torx-M-ST-025,"BOCptaTORX 1/2""T25 STAN 89-216",UNIDAD,HERRAMIENTAS
Torx-M-ST-027,"BOCptaTORX 1/2""T27 STAN 89-217",UNIDAD,HERRAMIENTAS
Torx-M-ST-040,"BOCptaTORX 1/2""T40 STAN 89-219",UNIDAD,HERRAMIENTAS
Torx-M-ST-045,"BOCptaTORX 1/2""T45 STAN 89-230",UNIDAD,HERRAMIENTAS
Torx-M-ST-050,"BOCptaTORX 1/2""T50 STAN 89-231",UNIDAD,HERRAMIENTAS
Torx-M-ST-055,"BOCptaTORX 1/2""T55 STAN 89-232",UNIDAD,HERRAMIENTAS
Torx-M-ST-060,"BOCptaTORX 1/2""T60 STAN 89-233",UNIDAD,HERRAMIENTAS
TR250,ENGR/CLAV.d/mano STANLEY-TR250,UNIDAD,HERRAMIENTAS
QSB6.7,MOTOR 240 HP FRD,UNIDAD,REPUESTOS
NA00027,BOLSA DE RESIDUOS ROJO 80X115,UNIDAD,INSUMOS
