Etapa,Entrada,Producto,Salida
Selección,PP0003,0,PP0023
Selección,PP0003,0,PP0024
Selección,PP0003,0,PP0025
Selección,PP0003,0,PP0026
Selección,PP0003,0,PP0027
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Selección,0,0,0
Pelado,PP0004,0,PP0028
Pelado,PP0005,0,PP0029
Pelado,PP0006,0,PP0030
Pelado,PP0007,0,PP0031
Pelado,PP0008,0,PP0032
Pelado,PP0009,0,PP0033
Pelado,PP0010,0,PP0034
Pelado,PP0011,0,PP0035
Pelado,0,0,PP0036
Pelado,0,0,PP0037
Pelado,0,0,PP0038
Pelado,0,0,PP0039
Pelado,0,0,PP0040
Pelado,0,0,PP0041
Pelado,0,0,PP0042
Pelado,0,0,PP0043
Pelado,0,0,PP0044
Pelado,0,0,PP0045
Pelado,0,0,PP0046
Pelado,0,0,PP0047
Pelado,0,0,PP0048
Pelado,0,0,PP0049
Pelado,0,0,PP0050
Pelado,PP0012,0,PP0051
Pelado,PP0013,0,PP0052
Pelado,PP0014,0,PP0053
Pelado,PP0015,0,PP0054
Pelado,PP0016,0,PP0055
Pelado,PP0017,0,PP0056
Pelado,PP0018,0,PP0057
Pelado,PP0019,0,PP0058
Pelado,0,0,PP0059
Pelado,0,0,PP0060
Pelado,0,0,PP0061
Pelado,0,0,PP0062
Pelado,0,0,PP0063
Pelado,0,0,PP0064
Pelado,0,0,PP0065
Pelado,0,0,PP0066
Pelado,0,0,PP0067
Pelado,0,0,PP0068
Pelado,0,0,PP0069
Pelado,0,0,PP0070
Pelado,0,0,PP0071
Pelado,0,0,PP0072
Pelado,0,0,PP0073
Pelado,PP0020,0,PP0074
Pelado,PP0021,0,PP0075
Pelado,PP0022,0,PP0076
Pelado,PP0023,0,PP0077
Pelado,PP0024,0,PP0078
Pelado,PP0025,0,PP0079
Pelado,PP0026,0,PP0080
Pelado,PP0027,0,PP0081
Pelado,0,0,PP0082
Pelado,0,0,PP0083
Pelado,0,0,PP0084
Pelado,0,0,PP0085
Pelado,0,0,PP0086
Pelado,0,0,PP0087
Pelado,0,0,PP0088
Pelado,0,0,PP0089
Pelado,0,0,PP0090
Pelado,0,0,PP0091
Pelado,0,0,PP0092
Pelado,0,0,PP0093
Pelado,0,0,PP0094
Pelado,0,0,PP0095
Pelado,0,0,PP0096
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pelado,0,0,0
Pesado y etiquetado,PP0028,0,PP0097
Pesado y etiquetado,PP0029,0,PP0098
Pesado y etiquetado,PP0030,0,PP0099
Pesado y etiquetado,PP0031,0,PP0100
Pesado y etiquetado,PP0032,0,PP0101
Pesado y etiquetado,PP0033,0,PP0102
Pesado y etiquetado,PP0034,0,PP0103
Pesado y etiquetado,PP0035,0,PP0104
Pesado y etiquetado,PP0036,0,PP0105
Pesado y etiquetado,PP0037,0,PP0106
Pesado y etiquetado,PP0038,0,PP0107
Pesado y etiquetado,PP0039,0,PP0108
Pesado y etiquetado,PP0040,0,PP0109
Pesado y etiquetado,PP0041,0,PP0110
Pesado y etiquetado,PP0042,0,PP0111
Pesado y etiquetado,PP0043,0,PP0112
Pesado y etiquetado,PP0044,0,PP0113
Pesado y etiquetado,PP0045,0,PP0114
Pesado y etiquetado,PP0046,0,PP0115
Pesado y etiquetado,PP0047,0,PP0116
Pesado y etiquetado,PP0048,0,PP0117
Pesado y etiquetado,PP0049,0,PP0118
Pesado y etiquetado,0,0,PP0119
Pesado y etiquetado,0,0,PP0120
Pesado y etiquetado,0,0,PP0121
Pesado y etiquetado,0,0,PP0122
Pesado y etiquetado,0,0,PP0123
Pesado y etiquetado,0,0,PP0124
Pesado y etiquetado,0,0,PP0125
Pesado y etiquetado,0,0,PP0126
Pesado y etiquetado,0,0,PP0127
Pesado y etiquetado,0,0,PP0128
Pesado y etiquetado,0,0,PP0129
Pesado y etiquetado,0,0,PP0130
Pesado y etiquetado,0,0,PP0131
Pesado y etiquetado,0,0,PP0132
Pesado y etiquetado,0,0,PP0133
Pesado y etiquetado,0,0,PP0134
Pesado y etiquetado,0,0,PP0135
Pesado y etiquetado,0,0,PP0136
Pesado y etiquetado,0,0,PP0137
Pesado y etiquetado,0,0,PP0138
Pesado y etiquetado,0,0,PP0139
Pesado y etiquetado,0,0,PP0140
Pesado y etiquetado,0,0,PP0141
Pesado y etiquetado,0,0,PP0142
Pesado y etiquetado,0,0,PP0143
Pesado y etiquetado,0,0,PP0144
Pesado y etiquetado,0,0,PP0145
Pesado y etiquetado,0,0,PP0146
Pesado y etiquetado,0,0,PP0147
Pesado y etiquetado,0,0,PP0148
Pesado y etiquetado,0,0,PP0149
Pesado y etiquetado,0,0,PP0150
Pesado y etiquetado,0,0,PP0151
Pesado y etiquetado,0,0,PP0152
Pesado y etiquetado,0,0,PP0153
Pesado y etiquetado,0,0,PP0154
Pesado y etiquetado,0,0,PP0155
Pesado y etiquetado,0,0,PP0156
Pesado y etiquetado,0,0,PP0157
Pesado y etiquetado,0,0,PP0158
Pesado y etiquetado,0,0,PP0159
Pesado y etiquetado,0,0,PP0160
Pesado y etiquetado,PP0051,0,PP0161
Pesado y etiquetado,PP0052,0,PP0162
Pesado y etiquetado,PP0053,0,PP0163
Pesado y etiquetado,PP0054,0,PP0164
Pesado y etiquetado,PP0055,0,PP0165
Pesado y etiquetado,PP0056,0,PP0166
Pesado y etiquetado,PP0057,0,PP0167
Pesado y etiquetado,PP0058,0,PP0168
Pesado y etiquetado,PP0059,0,PP0169
Pesado y etiquetado,PP0060,0,PP0170
Pesado y etiquetado,PP0061,0,PP0171
Pesado y etiquetado,PP0062,0,PP0172
Pesado y etiquetado,PP0063,0,PP0173
Pesado y etiquetado,PP0064,0,PP0174
Pesado y etiquetado,PP0065,0,PP0175
Pesado y etiquetado,PP0066,0,PP0176
Pesado y etiquetado,PP0067,0,PP0177
Pesado y etiquetado,PP0068,0,PP0178
Pesado y etiquetado,PP0069,0,PP0179
Pesado y etiquetado,PP0070,0,PP0180
Pesado y etiquetado,PP0071,0,PP0181
Pesado y etiquetado,PP0072,0,PP0182
Pesado y etiquetado,0,0,PP0183
Pesado y etiquetado,0,0,PP0184
Pesado y etiquetado,0,0,PP0185
Pesado y etiquetado,0,0,PP0186
Pesado y etiquetado,0,0,PP0187
Pesado y etiquetado,0,0,PP0188
Pesado y etiquetado,0,0,PP0189
Pesado y etiquetado,0,0,PP0190
Pesado y etiquetado,0,0,PP0191
Pesado y etiquetado,0,0,PP0192
Pesado y etiquetado,0,0,PP0193
Pesado y etiquetado,0,0,PP0194
Pesado y etiquetado,0,0,PP0195
Pesado y etiquetado,0,0,PP0196
Pesado y etiquetado,0,0,PP0197
Pesado y etiquetado,0,0,PP0198
Pesado y etiquetado,0,0,PP0199
Pesado y etiquetado,0,0,PP0200
Pesado y etiquetado,0,0,PP0201
Pesado y etiquetado,0,0,PP0202
Pesado y etiquetado,0,0,PP0203
Pesado y etiquetado,0,0,PP0204
Pesado y etiquetado,0,0,PP0205
Pesado y etiquetado,0,0,PP0206
Pesado y etiquetado,0,0,PP0207
Pesado y etiquetado,0,0,PP0208
Pesado y etiquetado,0,0,PP0209
Pesado y etiquetado,0,0,PP0210
Pesado y etiquetado,0,0,PP0211
Pesado y etiquetado,0,0,PP0212
Pesado y etiquetado,0,0,PP0213
Pesado y etiquetado,0,0,PP0214
Pesado y etiquetado,0,0,PP0215
Pesado y etiquetado,0,0,PP0216
Pesado y etiquetado,0,0,PP0217
Pesado y etiquetado,0,0,PP0218
Pesado y etiquetado,0,0,PP0219
Pesado y etiquetado,0,0,PP0220
Pesado y etiquetado,0,0,PP0221
Pesado y etiquetado,0,0,PP0222
Pesado y etiquetado,0,0,PP0223
Pesado y etiquetado,0,0,PP0224
Pesado y etiquetado,PP0074,0,PP0225
Pesado y etiquetado,PP0075,0,PP0226
Pesado y etiquetado,PP0076,0,PP0227
Pesado y etiquetado,PP0077,0,PP0228
Pesado y etiquetado,PP0078,0,PP0229
Pesado y etiquetado,PP0079,0,PP0230
Pesado y etiquetado,PP0080,0,PP0231
Pesado y etiquetado,PP0081,0,PP0232
Pesado y etiquetado,PP0082,0,PP0233
Pesado y etiquetado,PP0083,0,PP0234
Pesado y etiquetado,PP0084,0,PP0235
Pesado y etiquetado,PP0085,0,PP0236
Pesado y etiquetado,PP0086,0,PP0237
Pesado y etiquetado,PP0087,0,PP0238
Pesado y etiquetado,PP0088,0,PP0239
Pesado y etiquetado,PP0089,0,PP0240
Pesado y etiquetado,PP0090,0,PP0241
Pesado y etiquetado,PP0091,0,PP0242
Pesado y etiquetado,PP0092,0,PP0243
Pesado y etiquetado,PP0093,0,PP0244
Pesado y etiquetado,PP0094,0,PP0245
Pesado y etiquetado,PP0095,0,PP0246
Pesado y etiquetado,0,0,PP0247
Pesado y etiquetado,0,0,PP0248
Pesado y etiquetado,0,0,PP0249
Pesado y etiquetado,0,0,PP0250
Pesado y etiquetado,0,0,PP0251
Pesado y etiquetado,0,0,PP0252
Pesado y etiquetado,0,0,PP0253
Pesado y etiquetado,0,0,PP0254
Pesado y etiquetado,0,0,PP0255
Pesado y etiquetado,0,0,PP0256
Pesado y etiquetado,0,0,PP0257
Pesado y etiquetado,0,0,PP0258
Pesado y etiquetado,0,0,PP0259
Pesado y etiquetado,0,0,PP0260
Pesado y etiquetado,0,0,PP0261
Pesado y etiquetado,0,0,PP0262
Pesado y etiquetado,0,0,PP0263
Pesado y etiquetado,0,0,PP0264
Pesado y etiquetado,0,0,PP0265
Pesado y etiquetado,0,0,PP0266
Pesado y etiquetado,0,0,PP0267
Pesado y etiquetado,0,0,PP0268
Pesado y etiquetado,0,0,PP0269
Pesado y etiquetado,0,0,PP0270
Pesado y etiquetado,0,0,PP0271
Pesado y etiquetado,0,0,PP0272
Pesado y etiquetado,0,0,PP0273
Pesado y etiquetado,0,0,PP0274
Pesado y etiquetado,0,0,PP0275
Pesado y etiquetado,0,0,PP0276
Pesado y etiquetado,0,0,PP0277
Pesado y etiquetado,0,0,PP0278
Pesado y etiquetado,0,0,PP0279
Pesado y etiquetado,0,0,PP0280
Pesado y etiquetado,0,0,PP0281
Pesado y etiquetado,0,0,PP0282
Pesado y etiquetado,0,0,PP0283
Pesado y etiquetado,0,0,PP0284
Pesado y etiquetado,0,0,PP0285
Pesado y etiquetado,0,0,PP0286
Pesado y etiquetado,0,0,PP0287
Pesado y etiquetado,0,0,PP0288
Pesado y etiquetado,0,0,0
Pesado y etiquetado,0,0,0
Pesado y etiquetado,0,0,0
Pesado y etiquetado,0,0,0
Pesado y etiquetado,0,0,0
Pesado y etiquetado,0,0,0
Pesado y etiquetado,0,0,0
Pesado y etiquetado,0,0,0
Fraccionamiento,PP0097,0,PF0005
Fraccionamiento,PP0098,0,PF0006
Fraccionamiento,PP0099,0,PF0007
