CÓDIGO,UNIDAD DE MEDIDA,DESCRIPCIÓN
0003-0352-000,UN,LLAVE ANULAR, COMP.
0003-0353-000,UN,LLAVE ANULAR, COMP.
0003-0354-000,UN,LLAVE ANULAR, SOLD.
0003-0355-000,UN,LLAVE ANULAR, COMP.
0003-0356-000,UN,LLAVE ANULAR, SOLD.
0003-0359-000,UN,LLAVE ANULAR, SOLD.
0003-0361-000,UN,LLAVE ANULAR, SOLD.
0003-0362-000,UN,LLAVE ANULAR, SOLD.
0003-0368-000,UN,LLAVE ANULAR, COMP.
0003-0387-000,UN,BOMBA DE MANO
0003-0391-030,UN,LLAVE DE CLAVIJA, COMP.
0003-0398-030,UN,LLAVE DE CLAVIJA, COMP.
0003-0400-300,UN,CANALETA PARA EL LLENADO ACEITE, SOLD.
0003-0401-100,UN,LLAVE DE TUBO, SOLD.
0003-0404-400,UN,LLAVE DE TUBO, SOLD.
0003-0405-000,UN,LLAVE ANULAR, COMP.
0003-0406-030,UN,LLAVE ANULAR
0003-0408-030,UN,LLAVE ANULAR, SOLD.
0003-0412-030,UN,LLAVE, COMP.
0003-0417-320,UN,INSERTO
0003-0418-320,UN,INSERTO
0003-0420-000,UN,PORTAGUJAS, COMP.
0003-0421-030,UN,EXTRACTOR
0003-0422-030,UN,LLAVE DE CLAVIJA, COMP.
0003-0422-040,UN,LLAVE DE CLAVIJA, COMP.
0003-0424-320,UN,DESTORNILLADOR
0003-0428-320,UN,INSERTO
0003-0429-000,UN,PRENSA DE PALANCA DE ALTA PRESIÓN
0003-0429-010,UN,TUBO FLEXIBLE DE PRESIÓN MÁXIMA
0003-0430-000,UN,JUEGO DE CALIBRES PARA TOBERAS
0003-0432-000,UN,JUEGO DE CALIBRES PARA TOBERAS
0003-0435-030,UN,LLAVE DE TUBO, COMP.
0003-0441-000,UN,LLAVE DE CLAVIJA, COMP.
0003-0445-000,UN,PIEZA DE TRANSICIÓN
0003-0455-320,UN,INSERTO
0003-0456-320,UN,INSERTO
0003-0458-030,UN,LLAVE DE CLAVIJA, COMP.
0003-0460-000,UN,MACHO DE ROSCAR
0003-0465-000,UN,LLAVE DE GANCHO
0003-0471-000,UN,LLAVE DE CLAVIJA, COMP.
0003-0472-100,UN,LLAVE DE TUBO, SOLD.
0003-0473-110,UN,LLAVE
0003-0474-030,UN,LLAVE DE TUBO, COMP.
0003-0476-320,UN,LLAVE
0003-0480-320,UN,LLAVE
0003-0483-320,UN,LLAVE
0003-0485-320,UN,LLAVE
0003-0486-320,UN,LLAVE
0003-0487-320,UN,LLAVE
0003-0490-320,UN,LLAVE
0003-0491-320,UN,LLAVE
0003-0492-000,UN,LLAVE DE TUBO
0003-0493-280,UN,CAJA PARA EL TRANSPORTE
0003-0504-800,UN,CEPILLO DE MANGO
0003-0508-030,UN,LLAVE DE CLAVIJA, COMP.
0003-0509-100,UN,LLAVE DE TUBO, SOLD.
0003-0515-030,UN,EXTRACTOR
0003-0516-890,UN,TOLVA
0003-0517-000,UN,LLAVE DE CLAVIJA, COMP.
0003-0518-000,UN,PIEZA DE TRANSICIÓN
0003-0519-320,UN,INSERTO
0003-0520-000,UN,LLAVE DE CLAVIJA, COMP.
0003-0522-320,UN,LLAVE DE TUBO, COMP.
0003-0523-000,UN,MULTIPLICADOR DE FUERZA
0003-0534-000,UN,MEDIDOR DE TENSIÓN DE CORREAS
0003-0535-320,UN,LLAVE DE TUBO HEXAGONAL
0003-0537-000,UN,LLAVE DE TUBO
0003-0539-030,UN,LLAVE DE CLAVIJA, COMP.
0003-0543-000,UN,PRENSA DE PALANCA DE ALTA PRESIÓN
0003-0544-000,UN,LLAVE DE CLAVIJA, COMP.
0003-0545-000,UN,LLAVE DE GANCHO
0003-0545-400,UN,LLAVE DE GANCHO, COMP.
0003-0547-000,UN,PIEZA ACODADA ENCHUFABLE
0003-0550-280,UN,MANDRIL
0003-0552-300,UN,LLAVE DE TUBO, SOLD.
0003-0555-000,UN,PINZAS
0003-0564-030,UN,JUEGO BRAZOS ADICIONALES EXTRACTOR
0003-0569-110,UN,LLAVE PARA TOBERAS, COMP.
0003-0571-320,UN,SOPORTE DE LLAVE DE CLAVIJA
0003-0574-000,UN,ARRANCAPASADOR
0003-0575-000,UN,ARRANCAPASADOR
0003-0576-000,UN,LLAVE ANULAR, COMP.
0003-0579-110,UN,INSERTO
0003-0579-320,UN,INSERTO
0003-0580-320,UN,INSERTO
0003-0581-320,UN,INSERTO
0003-0582-320,UN,INSERTO
0003-0583-320,UN,INSERTO
0003-0584-750,UN,ALFOMBRILLA DE GOMA
0003-0585-320,UN,INSERTO
0003-0586-800,UN,TAPÓN
0003-0588-890,UN,VASO GRADUADO
0003-0593-000,UN,LLAVE DINAMOMÉTRICA
0003-0595-020,UN,MANGO
0003-0596-320,UN,LLAVE DE TUBO, COMP.
0003-0596-330,UN,LLAVE DE TUBO, COMP.
0003-0598-000,UN,DISPOSITIVO ELEVADOR DE TOBERAS
0003-0600-320,UN,INSERTO HEXAGONAL PARA LLAVE EXTRACTORA
0003-0601-320,UN,INSERTO HEXAGONAL PARA LLAVE EXTRACTORA
0003-0602-320,UN,INSERTO HEXAGONAL PARA LLAVE EXTRACTORA
0003-0603-320,UN,INSERTO HEXAGONAL PARA LLAVE EXTRACTORA
0003-0604-320,UN,INSERTO HEXAGONAL PARA LLAVE EXTRACTORA
0003-0605-320,UN,INSERTO HEXAGONAL PARA LLAVE EXTRACTORA
0003-0606-320,UN,INSERTO HEXAGONAL PARA LLAVE EXTRACTORA
0003-0607-800,UN,TAPON
0003-0614-030,UN,LLAVE DE TUBO, COMP.
0003-0615-000,UN,PROLONGACIÓN
0003-0623-000,UN,LLAVE PARA TOBERAS, COMP.
0003-0625-830,UN,TAPÓN
0003-0629-000,UN,LLAVE DE CLAVIJA, COMP.
0003-0630-030,UN,JUEGO CADENAS DE SUSPENSIÓN
0003-0635-800,UN,PULVERIZADOR POR PRESIÓN
0003-0638-170,UN,TENAZAS DE ELEVACIÓN
0003-0639-030,UN,LLAVE DE TUBO, COMP.
0003-0641-000,UN,ALICATES PARA EL ANILLO DE SEGURIDAD
0003-0642-000,UN,MEDIDOR DE TENSIÓN DE CORREAS
0003-0644-300,UN,PERCUTOR
0003-0644-600,UN,PERCUTOR
0003-0646-000,UN,LLAVE DINAMOMÉTRICA
0003-0646-010,UN,LLAVE DINAMOMÉTRICA
0003-0648-000,UN,LLAVE PARA TOBERAS, COMP.
0003-0649-000,UN,RAMPA SPANNSET
0003-0651-030,UN,LLAVE ANULAR, SOLD.
0003-0655-800,UN,TAPÓN
0003-0659-320,UN,LLAVE DE UNA BOCA
0003-0666-000,UN,LLAVE DE CLAVIJA, COMP.
0003-0667-000,UN,LLAVE DINAMOMÉTRICA
0003-0677-000,UN,LLAVE DE CLAVIJA, COMP.
0003-0678-030,UN,LLAVE, COMP.
0003-0680-030,UN,DESTORNILLADOR
0003-0681-100,UN,LLAVE DE TUBO, SOLD.
0003-0683-110,UN,LLAVE DE UNA BOCA
0003-0684-030,UN,JUEGO CADENAS DE SUSPENSIÓN
0003-0685-030,UN,PERNO DE DESMONTAJE
0003-0686-100,UN,LLAVE DE TUBO, SOLD.
0003-0687-400,UN,LLAVE ANULAR, COMP.
0003-0689-030,UN,LLAVE DE TUBO, COMP.
0003-0690-000,UN,CASQUILLO DE TALADRO CON BORDE
0003-0693-950,UN,TABLERO DE HERRAMIENTAS, COMP.
0003-0695-950,UN,TABLERO DE HERRAMIENTAS, COMP.
0003-0696-950,UN,TABLERO DE HERRAMIENTAS, COMP.
0003-0701-320,UN,INSERTO
0003-0707-000,UN,LLAVE DE CLAVIJA, COMP.
0003-0708-000,UN,LLAVE DE CLAVIJA, COMP.
0003-0715-000,UN,GANCHO CON ENGARCE DE TORNILLO
0003-0717-320,UN,INSERTO
0003-0718-320,UN,LLAVE
0003-0734-400,UN,LLAVE DE CLAVIJA, COMP.
0003-0735-100,UN,LLAVE DE TUBO, SOLD.
0003-0736-400,UN,JUEGO CADENAS DE SUSPENSIÓN
0003-0737-400,UN,LLAVE DE CLAVIJA, COMP.
0003-0740-000,UN,LLAVE DE CLAVIJA, COMP.
0003-0749-400,UN,LLAVE DE CLAVIJA, COMP.
0003-0750-800,UN,BIDÓN
0003-0757-320,UN,INSERTO HEXAGONAL PARA LLAVE EXTRACTORA
0003-0758-000,UN,PIEZA DE TRANSICIÓN
0003-0759-320,UN,INSERTO
0003-0760-000,UN,BOMBA DE ENGRASE MANUAL
0003-0760-010,UN,PRENSA DE PALANCA, COMP.
0003-0765-950,UN,TABLERO DE HERRAMIENTAS, COMP.
0003-0769-400,UN,LLAVE DE CLAVIJA, COMP.
0003-0775-030,UN,ELEVADOR DE INSPECCIÓN
0003-2751-030,UN,PLACA DE FIJACIÓN
0003-2752-030,UN,PERFIL DE FIJACION
0003-2766-000,UN,LLAVE DE GANCHO
0003-2769-000,UN,LLAVE DE CLAVIJA, COMP.
0003-2789-000,UN,MEDIDOR DE TENSIÓN DE CORREAS
0003-3002-000,UN,LLAVE ANULAR, SOLD.
0003-3003-000,UN,LLAVE ANULAR, COMP.
0003-3340-000,UN,LLAVE DE TUBO
0003-3350-170,UN,TENAZAS DE ELEVACIÓN
0003-3395-170,UN,TENAZAS DE ELEVACIÓN
0003-3397-170,UN,TENAZAS DE ELEVACIÓN
0003-3403-170,UN,TENAZAS DE ELEVACIÓN
0003-3466-170,UN,TENAZAS DE ELEVACIÓN
0003-3467-170,UN,TENAZAS DE ELEVACIÓN
0003-3470-170,UN,TENAZAS DE ELEVACIÓN
0003-3476-170,UN,TENAZAS DE ELEVACIÓN
0003-3487-170,UN,TENAZAS DE ELEVACIÓN
0003-3525-000,UN,TENAZAS DE ELEVACIÓN
0003-3547-170,UN,TENAZAS DE ELEVACIÓN
0003-3550-170,UN,TENAZAS DE ELEVACIÓN
0003-3623-750,UN,TAPÓN
0003-3626-750,UN,TAPÓN
0003-3644-800,UN,TAPÓN
0003-3649-800,UN,TAPÓN
0003-3658-800,UN,TAPÓN
0003-3659-800,UN,TAPÓN
0003-3661-000,UN,LLAVE DE GANCHO
0003-3664-000,UN,LLAVE DE GANCHO
0003-3677-000,UN,LLAVE DE GANCHO
0003-3681-000,UN,LLAVE DE DOBLE GANCHO, COMP.
0003-3685-000,UN,LLAVE DE DOBLE GANCHO, COMP.
0003-3688-000,UN,LLAVE DE GANCHO, COMP.
0003-3694-000,UN,LLAVE ANULAR, SOLD.
0003-3700-000,UN,ALICATES PARA EL ANILLO DE SEGURIDAD
0003-3701-000,UN,ALICATES PARA EL ANILLO DE SEGURIDAD
0003-3702-000,UN,ALICATES PARA EL ANILLO DE SEGURIDAD
0003-3703-000,UN,PINZAS
0003-3704-000,UN,ALICATES PARA EL ANILLO DE SEGURIDAD
0003-3705-000,UN,ALICATES PARA EL ANILLO DE SEGURIDAD
0003-3709-800,UN,TAPÓN
0003-3711-000,UN,PINZAS
0003-3713-000,UN,LLAVE DE GANCHO
0003-3716-200,UN,LLAVE DE TUBO, COMP.
0003-3720-000,UN,LLAVE DE TUBO, COMP.
0003-3727-030,UN,LLAVE, COMP.
0003-3729-030,UN,LLAVE, SOLD.
0003-3735-040,UN,PINZA DE BOMBA DE AGUA
0003-3741-030,UN,LLAVE, COMP.
0003-3771-320,UN,DESTORNILLADOR ACODADO
0003-3772-320,UN,DESTORNILLADOR ACODADO
0003-3773-320,UN,DESTORNILLADOR ACODADO
0003-3774-320,UN,DESTORNILLADOR ACODADO
0003-3775-320,UN,DESTORNILLADOR ACODADO
0003-3776-320,UN,DESTORNILLADOR ACODADO
0003-3777-320,UN,DESTORNILLADOR ACODADO
0003-3778-320,UN,DESTORNILLADOR ACODADO
0003-3780-320,UN,DESTORNILLADOR ACODADO
0003-3781-320,UN,DESTORNILLADOR ACODADO
0003-3789-320,UN,DESTORNILLADOR
0003-3790-320,UN,DESTORNILLADOR
0003-3791-320,UN,DESTORNILLADOR
0003-3792-320,UN,DESTORNILLADOR
0003-3796-320,UN,DESTORNILLADOR ACODADO
0003-3797-320,UN,DESTORNILLADOR ACODADO
0003-3835-030,UN,LLAVE DE GANCHO, SOLD.
0003-3844-000,UN,LLAVE DE GANCHO ARTICULADA
0003-3845-000,UN,LLAVE DE GANCHO ARTICULADA
0003-3846-000,UN,LLAVE DE GANCHO ARTICULADA
0003-3852-300,UN,LLAVE DE GANCHO
0003-3861-800,UN,TAPÓN
0003-3865-800,UN,TAPÓN
0003-3867-800,UN,TAPÓN
0003-3870-800,UN,TAPÓN
0003-3875-800,UN,TAPÓN
0003-3876-800,UN,TAPÓN
0003-3881-800,UN,TAPÓN
0003-3883-810,UN,TAPÓN
0003-3890-750,UN,ALFOMBRILLA DE GOMA
0003-3895-800,UN,ELEVADOR POR SUCCIÓN, COMP.
0003-3900-800,UN,TAPÓN
0003-3925-030,UN,LLAVE ANULAR, COMP.
0003-3926-030,UN,LLAVE ANULAR, COMP.
0003-3940-000,UN,LLAVE ANULAR
0003-3945-030,UN,LLAVE ANULAR
0003-3954-100,UN,LLAVE DE TUBO, SOLD.
0003-3955-100,UN,LLAVE DE TUBO, SOLD.
0003-3956-100,UN,LLAVE DE TUBO, SOLD.
0003-3957-000,UN,LLAVE DE TUBO, SOLD.
0003-3980-000,UN,LLAVE ANULAR, SOLD.
0003-3981-000,UN,LLAVE ANULAR, SOLD.
0003-3982-000,UN,LLAVE ANULAR
0003-3987-000,UN,LLAVE ANULAR
0003-3988-000,UN,LLAVE ANULAR
0003-3988-400,UN,LLAVE ANULAR
0003-3989-000,UN,LLAVE ANULAR
0003-3990-000,UN,LLAVE ANULAR
0003-3990-400,UN,LLAVE ANULAR
0003-3992-000,UN,LLAVE ANULAR
0003-3992-400,UN,LLAVE ANULAR
0003-3993-000,UN,LLAVE ANULAR
0003-3994-000,UN,LLAVE ANULAR
0003-3995-320,UN,LLAVE MIXTA DE BOCA FIJA Y ESTRELLA
0003-3997-000,UN,LLAVE ANULAR
0003-3998-000,UN,LLAVE ANULAR
0003-3999-000,UN,LLAVE ANULAR
0003-3999-400,UN,LLAVE ANULAR
0003-4001-000,UN,LLAVE ANULAR
0003-4002-000,UN,LLAVE ANULAR
0003-4004-000,UN,LLAVE ANULAR
0003-4006-000,UN,LLAVE ANULAR
0003-4024-030,UN,LLAVE ANULAR
0003-4024-400,UN,LLAVE ANULAR
0003-4031-030,UN,LLAVE ANULAR
0003-4032-030,UN,LLAVE ANULAR
0003-4040-030,UN,LLAVE ANULAR
0003-4041-030,UN,LLAVE ANULAR
0003-4049-030,UN,LLAVE ANULAR
0003-4050-030,UN,LLAVE ANULAR
0003-4054-030,UN,LLAVE ANULAR
0003-4056-030,UN,LLAVE ANULAR
0003-4058-030,UN,LLAVE ANULAR
0003-4059-030,UN,LLAVE ANULAR
0003-4061-030,UN,LLAVE ANULAR
0003-4061-400,UN,LLAVE ANULAR, COMP.
0003-4064-030,UN,LLAVE ANULAR
0003-4068-030,UN,LLAVE ANULAR
0003-4069-030,UN,LLAVE ANULAR
0003-4077-030,UN,LLAVE ANULAR
0003-4080-110,UN,LLAVE DE UNA BOCA
0003-4081-110,UN,LLAVE DE UNA BOCA
0003-4087-110,UN,LLAVE DE UNA BOCA
0003-4088-110,UN,LLAVE DE UNA BOCA
0003-4095-280,UN,LLAVE DE TUBO CUADRADA
0003-4135-030,UN,LLAVE DE TUBO, COMP.
0003-4138-030,UN,LLAVE DE TUBO, COMP.
0003-4147-030,UN,LLAVE DE TUBO, COMP.
0003-4148-030,UN,LLAVE DE TUBO, COMP.
0003-4149-030,UN,LLAVE DE TUBO, COMP.
0003-4150-030,UN,LLAVE TUBULAR DE DOS CARAS
0003-4169-400,UN,LLAVE DE TUBO, COMP.
0003-4171-030,UN,LLAVE DE TUBO, COMP.
0003-4174-030,UN,LLAVE DE TUBO, COMP.
0003-4175-030,UN,LLAVE DE TUBO, COMP.
0003-4176-110,UN,LLAVE PARA TOBERAS, COMP.
0003-4182-050,UN,INSERCIÓN PARA LLAVE
0003-4182-310,UN,LLAVE DE GIRO LIBRE
0003-4182-320,UN,LLAVE PARA TOBERAS, COMP.
0003-4189-000,UN,LLAVE PARA TOBERAS, COMP.
0003-4190-030,UN,LLAVE DE TUBO, COMP.
0003-4193-030,UN,LLAVE DE TUBO, COMP.
0003-4194-030,UN,LLAVE DE TUBO, COMP.
0003-4194-360,UN,LLAVE DE TUBO, COMP.
0003-4195-030,UN,LLAVE DE TUBO, COMP.
0003-4196-030,UN,LLAVE DE TUBO, COMP.
0003-4196-360,UN,LLAVE DE TUBO, COMP.
0003-4198-030,UN,LLAVE DE TUBO, COMP.
0003-4199-030,UN,LLAVE DE TUBO, COMP.
0003-4202-320,UN,LLAVE
0003-4203-320,UN,LLAVE
0003-4204-320,UN,LLAVE
0003-4205-320,UN,LLAVE
0003-4208-320,UN,LLAVE
0003-4209-320,UN,LLAVE
0003-4211-320,UN,LLAVE
0003-4212-320,UN,LLAVE DE UNA BOCA
0003-4213-320,UN,LLAVE DE UNA BOCA
0003-4214-110,UN,LLAVE DE UNA BOCA
0003-4215-110,UN,LLAVE DE UNA BOCA
0003-4219-320,UN,LLAVE
0003-4220-320,UN,LLAVE DE UNA BOCA
0003-4222-320,UN,LLAVE
0003-4223-320,UN,LLAVE DE UNA BOCA
0003-4225-110,UN,LLAVE DE UNA BOCA
0003-4226-030,UN,LLAVE DE TUBO
0003-4227-030,UN,LLAVE DE TUBO
0003-4229-030,UN,LLAVE DE TUBO
0003-4230-030,UN,LLAVE DE TUBO
0003-4231-030,UN,LLAVE DE TUBO
0003-4233-030,UN,LLAVE DE TUBO
0003-4234-030,UN,LLAVE DE TUBO
0003-4239-320,UN,LLAVE
0003-4240-030,UN,LLAVE DE TUBO HEXAGONAL
0003-4245-110,UN,LLAVE DE UNA BOCA
0003-4253-150,UN,LLAVE DE TUBO HEXAGONAL
0003-4254-320,UN,LLAVE DE TUBO HEXAGONAL
0003-4275-030,UN,LLAVE DE TUBO, COMP.
0003-4276-030,UN,LLAVE DE TUBO, COMP.
0003-4279-030,UN,LLAVE DE TUBO, COMP.
0003-4281-030,UN,LLAVE DE TUBO, COMP.
0003-4296-110,UN,LLAVE POLIGONAL ESPECIAL
0003-4297-080,UN,LLAVE POLIGONAL ESPECIAL
0003-4297-090,UN,TUBO DE TRACCIÓN
0003-4297-110,UN,LLAVE DE TUBO ESPECIAL, COMP.
0003-4422-000,UN,LLAVE DE CUBO DE BOCA TRIANGULAR
0003-4424-000,UN,LLAVE DE CUBO DE BOCA TRIANGULAR
0003-4425-000,UN,LLAVE DE CUBO DE BOCA TRIANGULAR
0003-4426-000,UN,LLAVE DE CUBO DE BOCA TRIANGULAR
0003-4503-000,UN,PRENSA DE ENGRASE DE ALTA PRESIÓN
0003-4505-000,UN,PRENSA DE ENGRASE DE ALTA PRESIÓN
0003-4527-100,UN,LLAVE DE TUBO, COMP.
0003-4529-100,UN,LLAVE DE TUBO, COMP.
0003-4530-100,UN,LLAVE DE TUBO, COMP.
0003-4532-100,UN,LLAVE DE TUBO, SOLD.
0003-4533-100,UN,LLAVE DE TUBO, SOLD.
0003-4540-960,UN,CEPILLO CILÍNDRICO
0003-4542-800,UN,CEPILLO CILÍNDRICO
0003-4544-960,UN,CEPILLO CILÍNDRICO
0003-4551-800,UN,CEPILLO CILÍNDRICO
0003-4552-960,UN,CEPILLO CILÍNDRICO
0003-4574-030,UN,LLAVE DE CLAVIJA
0003-4579-030,UN,LLAVE DE CLAVIJA, COMP.
0003-4590-240,UN,LLAVE DE TUBO
0003-4595-000,UN,GANCHO DE ANILLA
0003-4606-030,UN,LLAVE DE CLAVIJAS, SOLD.
0003-4609-030,UN,LLAVE DE CLAVIJAS, SOLD.
0003-4636-050,UN,DESTORNILLADOR
0003-4637-050,UN,DESTORNILLADOR
0003-4639-050,UN,DESTORNILLADOR
0003-4640-050,UN,DESTORNILLADOR
0003-4667-800,UN,CEPILLO GIRATORIO
0003-4695-960,UN,CEPILLO DE MANGO
0003-4705-800,UN,CEPILLO CILÍNDRICO
0003-4741-030,UN,LLAVE DE CLAVIJAS, SOLD.
0004-0729-400,UN,ANILLO USIT
0004-0729-410,UN,ANILLO USIT
0004-0732-400,UN,ANILLO USIT
0004-0732-420,UN,ANILLO USIT
0004-0732-820,UN,ANILLO USIT
0004-1576-328,UN,CORDÓN DE JUNTA
0004-1578-000,UN,ANILLO NILOS
0004-1580-000,UN,RETÉN DESLIZANTE
0004-1582-850,UN,RETÉN PARA EJES
0004-1583-850,UN,RETÉN PARA EJES
0004-1584-850,UN,RETÉN PARA EJES
0004-1586-300,UN,ANILLO NILOS
0004-1589-000,UN,RETÉN DESLIZANTE
0004-1589-040,UN,JUNTA ANULAR
0004-1589-050,UN,JUNTA ANULAR
0004-1590-000,UN,RETÉN DESLIZANTE
0004-1590-010,UN,ANILLO DESLIZANTE
0004-1590-020,UN,CONTRANILLO
0004-1590-030,UN,TORNILLO CILÍNDRICO
0004-1590-040,UN,JUNTA ANULAR
0004-1590-050,UN,JUNTA ANULAR
0004-1591-850,UN,CINTA DE GUÍA
0004-1592-810,UN,CINTA DE GUÍA
0004-1593-830,UN,RETÉN RADIAL
0004-1595-810,UN,CINTA DE GUÍA
0004-1597-760,UN,JUNTA
0004-1598-000,UN,ANILLO NILOS
0004-1599-830,UN,RETÉN PARA EJES
0004-1600-810,UN,ANILLO DE GUÍA DE PISTÓN
0004-1602-850,UN,RETÉN PARA EJES
0004-1603-730,UN,JUNTA
0004-1604-000,UN,RETÉN DESLIZANTE
0004-1604-100,UN,RETÉN DESLIZANTE
0004-1604-200,UN,RETÉN DESLIZANTE
0004-1605-850,UN,RETÉN PARA EJES
0004-1607-830,UN,RETÉN PARA EJES
0004-1608-830,UN,RETÉN PARA EJES
0004-1609-850,UN,RETÉN PARA EJES
0004-1611-850,UN,RETÉN PARA EJES
0004-1613-000,UN,RETÉN DESLIZANTE
0004-1613-010,UN,ANILLO DESLIZANTE
0004-1613-020,UN,PIEZA DE ARRASTRE
0004-1613-030,UN,RESORTE
0004-1613-040,UN,CONTRANILLO
0004-1613-050,UN,TORNILLO CILÍNDRICO
0004-1614-850,UN,RETÉN PARA EJES
0004-1615-850,UN,RETÉN PARA EJES
0004-1616-730,UN,JUNTA
0004-1617-730,UN,JUNTA
0004-1621-750,UN,FUELLE
0004-1622-830,UN,RETÉN RADIAL
0004-1623-830,UN,RETÉN RADIAL
0004-1624-850,UN,RETÉN PARA EJES
0004-1625-850,UN,RETÉN PARA EJES
0004-1629-800,UN,JUNTA
0004-1631-850,UN,JUEGO DE RETENES
0004-1632-850,UN,RETÉN PARA EJES
0004-1633-750,UN,RETÉN PARA EJES
0004-1636-580,UN,RETÉN PARA EJES
0004-1636-660,UN,RETÉN PARA EJES
0004-1636-850,UN,RETÉN PARA EJES
0004-1638-810,UN,ANILLO DE GUÍA DE PISTÓN
0004-1641-000,UN,RETÉN DESLIZANTE
0004-1641-100,UN,JUEGO DE PIEZAS DE REPUESTO
0004-1642-660,UN,JUNTA
0004-1644-750,UN,JUNTA
0004-1649-660,UN,RETÉN PARA EJES
0004-1649-850,UN,RETÉN PARA EJES
0004-1650-000,UN,ANILLO NILOS
0004-1654-710,UN,JUNTA
0004-1655-730,UN,JUNTA
0004-1657-770,UN,JUNTA
0004-1658-770,UN,JUNTA
0004-1660-280,UN,JUNTA DE MANÓMETRO
0004-1664-750,UN,FILTRO DE COMPENSACIÓN
0004-1664-820,UN,FILTRO DE COMPENSACIÓN
0004-1664-830,UN,FILTRO DE COMPENSACIÓN
0004-1666-830,UN,RETÉN PARA EJES
0004-1668-750,UN,MANGUITO
0004-1668-820,UN,MANGUITO
0004-1668-830,UN,MANGUITO
0004-1669-750,UN,JUNTA
0004-1670-750,UN,JUNTA
0004-1671-780,UN,JUNTA
0004-1674-190,UN,JUEGO DE JUNTAS
0004-1674-210,UN,JUEGO DE JUNTAS
0004-1686-950,UN,RETÉN INTERIOR
0004-1687-770,UN,JUNTA
0004-1688-750,UN,RETÉN PARA EJES
0004-1689-870,UN,MEMBRANA
0004-1690-850,UN,JUNTA
0004-1691-730,UN,JUNTA
0004-1692-750,UN,RETÉN PARA EJES
0004-1692-830,UN,RETÉN PARA EJES
0004-1694-830,UN,RETÉN PARA EJES
0004-1696-300,UN,ANILLO NILOS
0004-1698-750,UN,JUNTA
0004-1702-850,UN,CINTA DE GUÍA
0004-1705-000,UN,RETÉN DESLIZANTE
0004-1705-010,UN,ANILLO DESLIZANTE
0004-1705-400,UN,CONTRANILLO
0004-1707-780,UN,JUNTA
0004-1708-780,UN,JUNTA
0004-1711-750,UN,JUNTA
0004-1712-708,UN,CORDÓN DE JUNTA
0004-1713-730,UN,JUNTA
0004-1715-780,UN,JUNTA
0004-1718-730,UN,JUNTA
0004-1721-830,UN,RETÉN PARA EJES
0004-1729-750,UN,RETÉN PARA EJES
0004-1732-750,UN,RETÉN PARA EJES
0004-1733-750,UN,RETÉN PARA EJES
0004-1737-830,UN,RETÉN PARA EJES
0004-1739-750,UN,RETÉN PARA EJES
0004-1741-750,UN,RETÉN PARA EJES
0004-1741-830,UN,RETÉN PARA EJES
0004-1744-750,UN,RETÉN PARA EJES
0004-1753-000,UN,ANILLO NILOS
0004-1754-850,UN,RETÉN PARA EJES
0004-1756-780,UN,JUNTA
0004-1756-830,UN,JUNTA
0004-1757-380,UN,JUNTA
0004-1757-390,UN,JUNTA
0004-1757-750,UN,JUNTA
0004-1757-820,UN,JUNTA
0004-1757-830,UN,JUNTA
0004-1759-780,UN,JUNTA
0004-1764-910,UN,ANILLO DE GUÍA DE PISTÓN
0004-1765-850,UN,RETÉN PARA EJES
0004-1766-850,UN,RETÉN PARA EJES
0004-1779-830,UN,RETÉN PARA EJES
0004-1781-750,UN,JUNTA
0004-1781-830,UN,JUNTA
0004-1783-850,UN,RETÉN PARA EJES
0004-1784-850,UN,RETÉN PARA EJES
0004-1785-850,UN,RETÉN PARA EJES
0004-1787-730,UN,JUNTA
0004-1789-660,UN,RETÉN PARA EJES
0004-1789-850,UN,RETÉN PARA EJES
0004-1790-850,UN,RETÉN PARA EJES
0004-1791-850,UN,RETÉN PARA EJES
0004-1794-750,UN,RETÉN PARA EJES
0004-1796-750,UN,JUNTA
0004-1796-760,UN,JUNTA
0004-1797-380,UN,MEMBRANA
0004-1797-520,UN,MEMBRANA
0004-1797-750,UN,MEMBRANA
0004-1798-770,UN,JUNTA
0004-1810-700,UN,JUNTA
0004-1813-700,UN,JUNTA
0004-1814-700,UN,JUNTA
0004-1816-700,UN,JUNTA
0004-1822-780,UN,JUNTA
0004-1829-700,UN,JUNTA
0004-1830-770,UN,JUNTA
0004-1838-700,UN,JUNTA
0004-1847-780,UN,JUNTA
0004-1861-750,UN,JUNTA
0004-1865-850,UN,JUNTA
0004-1866-720,UN,JUNTA
0004-1868-710,UN,JUNTA
0004-1869-720,UN,JUNTA
0004-1869-780,UN,JUNTA
0004-1870-720,UN,JUNTA
0004-1871-720,UN,JUNTA
0004-1872-720,UN,JUNTA
0004-1874-710,UN,JUNTA
0004-1874-780,UN,JUNTA
0004-1874-850,UN,JUNTA
0004-1877-750,UN,JUNTA
0004-1883-720,UN,JUNTA
0004-1883-850,UN,JUNTA
0004-1888-780,UN,JUNTA
0004-1891-710,UN,JUNTA
0004-1891-780,UN,JUNTA
0004-1897-550,UN,JUNTA
0004-1897-850,UN,JUNTA
0004-1899-750,UN,JUNTA
0004-1899-850,UN,JUNTA
0004-1907-780,UN,JUNTA
0004-1908-850,UN,JUNTA
0004-1910-390,UN,JUNTA
0004-1910-730,UN,JUNTA
0004-1912-700,UN,JUNTA
0004-1914-720,UN,JUNTA
0004-1915-780,UN,JUNTA
