CÓDIGO,UNIDAD DE MEDIDA,DESCRIPCIÓN
8175-3161-040,UN,TORNILLO DE TOPE
8175-3161-050,UN,TORNILLO DE TOPE
8175-3210-000,UN,ENGRANAJE PLANETARIO, COMP.
8175-3230-040,UN,ENGRANAJE DE DISCOS DENTADOS, COMP.
8175-3230-049,UN,ENGRANAJE DE DISCOS DENTADOS, COMP.
8175-3230-090,UN,ENGRANAJE DE DISCOS DENTADOS, COMP.
8175-3230-140,UN,ENGRANAJE DE DISCOS DENTADOS, COMP.
8175-3230-150,UN,ENGRANAJE DE DISCOS DENTADOS, COMP.
8175-3230-160,UN,ENGRANAJE DE DISCOS DENTADOS, COMP.
8175-3230-170,UN,ENGRANAJE DE DISCOS DENTADOS, COMP.
8175-3230-180,UN,ENGRANAJE DE DISCOS DENTADOS, COMP.
8175-3230-190,UN,ENGRANAJE DE DISCOS DENTADOS, COMP.
8175-3230-200,UN,ENGRANAJE DE DISCOS DENTADOS, COMP.
8175-3233-010,UN,CORONA
8175-3236-010,UN,EMISOR DIFERENCIAL
8175-3240-090,UN,ENGR. DISCOS DENTADOS CON ENGR. SEC.
8175-3243-060,UN,INICIADOR DE VELOCIDAD, COMP.
8175-3245-070,UN,LUBRICACIÓN AUTO., COMP.
8175-3261-000,UN,CAJA PARA LA TRANSMISIÓN CYCLO
8175-3261-010,UN,CAJA PARA LA TRANSMISIÓN CYCLO
8175-3261-030,UN,CAJA PARA LA TRANSMISIÓN CYCLO
8175-3261-060,UN,CARCASA
8175-3261-070,UN,CARCASA
8175-3263-000,UN,JUEGO DE RODILLOS DE ARRASTRE
8175-3263-020,UN,JUEGO DE RODILLOS EXTERIORES
8175-3263-030,UN,JUEGO DE RODILLOS DE ARRASTRE
8175-3263-040,UN,JUEGO DE RODILLOS EXTERIORES
8175-3263-050,UN,JUEGO DE RODILLOS EXTERIORES
8175-3263-060,UN,JUEGO DE RODILLOS EXTERIORES
8175-3263-070,UN,JUEGO DE RODILLOS DE ARRASTRE
8175-3263-080,UN,JUEGO DE RODILLOS EXTERIORES
8175-3264-000,UN,EXCÉNTRICA DOBLE
8175-3264-010,UN,EXCÉNTRICA DOBLE
8175-3264-020,UN,EXCÉNTRICA DOBLE
8175-3264-030,UN,EXCÉNTRICA DOBLE
8175-3264-040,UN,EXCÉNTRICA DOBLE
8175-3264-050,UN,EXCÉNTRICA DOBLE
8175-3264-060,UN,EXCÉNTRICA DOBLE
8175-3264-070,UN,EXCÉNTRICA DOBLE
8175-3264-080,UN,EXCÉNTRICA DOBLE
8175-3264-090,UN,EXCÉNTRICA DOBLE
8175-3264-100,UN,EXCÉNTRICA DOBLE
8175-3265-000,UN,JUNTA ANULAR
8175-3267-000,UN,JUEGO DE DISCOS DE LEVAS
8175-3267-020,UN,JUEGO DE DISCOS DE LEVAS
8175-3267-050,UN,JUEGO DE DISCOS DE LEVAS
8175-3267-060,UN,JUEGO DE DISCOS DE LEVAS
8175-3267-080,UN,JUEGO DE DISCOS DE LEVAS
8175-3267-090,UN,JUEGO DE ENGRANAJES RECTOS
8175-3267-100,UN,JUEGO DE ENGRANAJES RECTOS
8175-3267-120,UN,JUEGO DISCOS LEVAS Y PERNOS EXTERIORES
8175-3270-129,UN,TRANSMISIÓN CYCLO, COMP.
8175-3270-169,UN,TRANSMISIÓN CYCLO, COMP.
8175-3270-199,UN,TRANSMISIÓN CYCLO, COMP.
8175-3270-200,UN,TRANSMISIÓN CYCLO, COMP.
8175-3270-240,UN,TRANSMISIÓN CYCLO, COMP.
8175-3270-250,UN,TRANSMISIÓN CYCLO, COMP.
8175-3274-040,UN,EMBRAGUE HIDRÁULICO, COMP.
8175-3274-050,UN,EMBRAGUE HIDRÁULICO, COMP.
8175-3274-060,UN,EMBRAGUE HIDRÁULICO, COMP.
8175-3286-020,UN,RETÉN PARA EJES
8175-3286-030,UN,RETÉN PARA EJES
8175-3286-040,UN,RETÉN PARA EJES
8175-3286-050,UN,RETÉN PARA EJES
8175-3286-060,UN,RETÉN PARA EJES
8175-3286-070,UN,RETÉN PARA EJES
8175-3286-080,UN,RETÉN PARA EJES
8175-3286-100,UN,RETÉN PARA EJES
8175-3291-000,UN,ANILLO NILOS
8175-3292-000,UN,SENSOR DE TEMPERATURA, COMP.
8175-3292-020,UN,SENSOR DE TEMPERATURA, COMP.
8175-3297-060,UN,CAPTADOR DE VIBRACIONES, COMP.
8175-3303-000,UN,CHAVETA
8175-3303-010,UN,CHAVETA
8175-3305-010,UN,ARANDELA / DISCO
8175-3305-020,UN,ARANDELA / DISCO
8175-3305-030,UN,ARANDELA / DISCO
8175-3305-040,UN,ARANDELA / DISCO
8175-3305-050,UN,ARANDELA / DISCO
8175-3305-060,UN,ANILLO
8175-3305-070,UN,ARANDELA / DISCO
8175-3305-080,UN,ARANDELA / DISCO
8175-3305-120,UN,ARANDELA / DISCO
8175-3305-140,UN,ANILLO
8175-3305-180,UN,ANILLO DE SEGURIDAD
8175-3323-000,UN,BRIDA
8175-3323-010,UN,BRIDA
8175-3341-040,UN,TOBERA
8175-3341-050,UN,TOBERA
8175-3341-060,UN,TOBERA
8175-3341-070,UN,TOBERA
8175-3341-110,UN,TOBERA
8175-3341-120,UN,TOBERA
8175-3343-000,UN,LISTÓN
8175-3343-010,UN,LISTÓN
8175-3346-000,UN,HUSILLO ROSCADO
8175-3352-000,UN,POLEA PARA CORREA TRAPEZOIDAL, COMP.
8175-3352-010,UN,POLEA PARA CORREA TRAPEZOIDAL, COMP.
8175-3352-020,UN,POLEA PARA CORREA TRAPEZOIDAL, COMP.
8175-3352-100,UN,POLEA PARA CORREA TRAPEZOIDAL, COMP.
8175-3352-170,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3352-350,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3354-000,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3354-020,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3354-050,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3354-060,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3354-070,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3354-080,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3354-100,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3354-110,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3354-250,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-000,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-010,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-020,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-030,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-040,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-050,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-060,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-070,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-080,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-090,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-100,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-120,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-130,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3355-140,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-000,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-010,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-020,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-030,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-040,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-050,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-060,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-070,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-080,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-090,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-100,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-110,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-120,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-130,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-140,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-150,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-160,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-180,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-190,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-200,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-210,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-240,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-350,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-390,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-400,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-440,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3356-450,UN,POLEA PARA CORREA TRAPEZOIDAL
8175-3358-010,UN,BUJE PARA POLEA DE CORREA TRAPEZOIDAL
8175-3358-020,UN,BUJE
8175-3358-070,UN,BUJE
8175-3358-080,UN,BUJE
8175-3358-100,UN,BUJE PARA POLEA DE CORREA TRAPEZOIDAL
8175-3358-110,UN,BUJE
8175-3358-160,UN,BUJE
8175-3358-170,UN,BUJE
8175-3358-190,UN,BUJE
8175-3358-200,UN,BUJE
8175-3365-000,UN,BRIDA DE ENGRANAJE
8175-3365-020,UN,BRIDA DE ENGRANAJE
8175-3365-030,UN,BRIDA DE ENGRANAJE
8175-3365-040,UN,BRIDA DE ENGRANAJE
8175-3365-060,UN,BRIDA DE ENGRANAJE
8175-3365-070,UN,BRIDA DE ENGRANAJE
8175-3365-080,UN,BRIDA DE ENGRANAJE
8175-3365-120,UN,BRIDA DE ENGRANAJE
8175-3365-140,UN,BRIDA DE ENGRANAJE
8175-3365-170,UN,BRIDA DE ENGRANAJE
8175-3366-030,UN,CAJA ANULAR
8175-3366-050,UN,CAJA ANULAR
8175-3366-060,UN,CAJA ANULAR
8175-3366-090,UN,CAJA ANULAR
8175-3366-100,UN,CAJA ANULAR
8175-3366-110,UN,CAJA ANULAR
8175-3366-130,UN,CAJA ANULAR
8175-3367-000,UN,DISCO DE APOYO
8175-3367-010,UN,DISCO DE APOYO
8175-3367-020,UN,DISCO DE APOYO
8175-3375-000,UN,TAPA DE COJINETE
8175-3375-010,UN,TAPA DE COJINETE
8175-3375-020,UN,TAPA DE COJINETE
8175-3375-030,UN,TAPA DE COJINETE
8175-3375-040,UN,TAPA DE COJINETE
8175-3375-050,UN,TAPA DE COJINETE
8175-3375-070,UN,TAPA DE COJINETE
8175-3375-080,UN,TAPA DE COJINETE
8175-3375-100,UN,TAPA DE COJINETE
8175-3375-110,UN,TAPA DE COJINETE
8175-3375-120,UN,TAPA DE COJINETE
8175-3375-150,UN,TAPA DE COJINETE
8175-3375-160,UN,TAPA DE COJINETE
8175-3375-170,UN,TAPA DE COJINETE
8175-3375-190,UN,TAPA DE COJINETE
8175-3375-210,UN,TAPA DE COJINETE
8175-3375-250,UN,TAPA DE COJINETE
8175-3375-260,UN,TAPA DE COJINETE
8175-3375-270,UN,TAPA DE COJINETE
8175-3376-000,UN,TAPA
8175-3400-000,UN,EJE DE ACCIONAMIENTO
8175-3400-010,UN,EJE DE ACCIONAMIENTO
8175-3400-020,UN,EJE DE ACCIONAMIENTO
8175-3400-030,UN,EJE DE ACCIONAMIENTO
8175-3400-040,UN,EJE DE ACCIONAMIENTO
8175-3400-050,UN,EJE DE ACCIONAMIENTO
8175-3400-060,UN,EJE DE ACCIONAMIENTO
8175-3400-070,UN,EJE DE ACCIONAMIENTO
8175-3400-120,UN,EJE DE ACCIONAMIENTO
8175-3400-130,UN,EJE DE ACCIONAMIENTO
8175-3403-000,UN,ANILLA DE SEPARACIÓN
8175-3403-010,UN,ANILLA DE SEPARACIÓN
8175-3403-030,UN,ANILLA DE SEPARACIÓN
8175-3403-040,UN,ANILLA DE SEPARACIÓN
8175-3403-050,UN,ANILLA DE SEPARACIÓN
8175-3403-060,UN,ANILLA DE SEPARACIÓN
8175-3403-070,UN,ANILLA DE SEPARACIÓN
8175-3403-080,UN,ANILLA DE SEPARACIÓN
8175-3403-090,UN,ANILLA DE SEPARACIÓN
8175-3403-100,UN,ANILLA DE SEPARACIÓN
8175-3403-110,UN,ANILLA DE SEPARACIÓN
8175-3403-120,UN,ANILLA DE SEPARACIÓN
8175-3403-130,UN,ANILLA DE SEPARACIÓN
8175-3403-140,UN,ANILLA DE SEPARACIÓN
8175-3403-150,UN,ANILLA DE SEPARACIÓN
8175-3403-160,UN,ANILLA DE SEPARACIÓN
8175-3404-000,UN,COJINETE CILÍNDRICO
8175-3404-010,UN,CASQUILLO
8175-3404-020,UN,CASQUILLO
8175-3404-050,UN,CASQUILLO
8175-3404-060,UN,CASQUILLO
8175-3404-080,UN,CASQUILLO
8175-3404-090,UN,CASQUILLO
8175-3404-110,UN,CASQUILLO
8175-3404-120,UN,CASQUILLO
8175-3404-140,UN,CASQUILLO
8175-3404-150,UN,CASQUILLO
8175-3404-160,UN,CASQUILLO
8175-3404-180,UN,CASQUILLO
8175-3404-200,UN,CASQUILLO
8175-3404-240,UN,CASQUILLO
8175-3408-040,UN,COJINETE DE RODILLOS CILÍNDRICOS
8175-3408-050,UN,COJINETE DE AGUJAS
8175-3408-060,UN,COJINETE DE RODILLOS CILÍNDRICOS
8175-3408-070,UN,COJINETE DE RODILLOS CILÍNDRICOS
8175-3408-080,UN,COJINETE DE RODILLOS CILÍNDRICOS
8175-3408-090,UN,COJINETE DE AGUJAS
8175-3408-100,UN,COJINETE DE RODILLOS CILÍNDRICOS
8175-3410-030,UN,ÁRBOL
8175-3413-000,UN,RUEDA DENTADA
8175-3413-010,UN,RUEDA DENTADA
8175-3413-020,UN,RUEDA DENTADA
8175-3415-010,UN,EJE DE SALIDA, COMP.
8175-3415-020,UN,EJE DE SALIDA, COMP.
8175-3415-030,UN,EJE DE SALIDA, COMP.
8175-3415-050,UN,EJE DE SALIDA, COMP.
8175-3415-060,UN,EJE DE SALIDA, COMP.
8175-3415-080,UN,EJE DE SALIDA, COMP.
8175-3415-100,UN,EJE DE SALIDA, COMP.
8175-3415-110,UN,EJE DE SALIDA, COMP.
8175-3415-120,UN,EJE DE SALIDA, COMP.
8175-3418-000,UN,BOQUILLA CÓNICA DE ENGRASADO
8175-3441-000,UN,LISTÓN, SOLD.
8175-3441-010,UN,LISTÓN, SOLD.
8175-3442-000,UN,ANILLO DE PRESIÓN
8175-3442-010,UN,ANILLO DE PRESIÓN
8175-3442-020,UN,ANILLO DE PRESIÓN
8175-3442-030,UN,ANILLO DE PRESIÓN
8175-3443-000,UN,CORONA DENTADA
8175-3443-040,UN,CORONA DENTADA
8175-3443-090,UN,CORONA DENTADA
8175-3453-170,UN,CHAPA
8175-3453-240,UN,CHAPA
8175-3453-250,UN,CHAPA
8175-3453-260,UN,CHAPA
8175-3465-010,UN,LEVA
8175-3473-080,UN,MARCO, SOLD.
8175-3474-000,UN,POLEA PLANA
8175-3474-020,UN,POLEA PLANA
8175-3474-100,UN,POLEA PLANA
8175-3474-110,UN,POLEA PLANA
8175-3474-130,UN,POLEA PLANA
8175-3474-140,UN,POLEA PLANA
8175-3474-150,UN,POLEA PLANA
8175-3474-160,UN,POLEA PLANA
8175-3475-020,UN,POLEA PLANA
8175-3475-070,UN,POLEA PLANA
8175-3475-080,UN,POLEA PLANA
8175-3475-090,UN,POLEA PLANA
8175-3475-100,UN,POLEA PLANA
8175-3476-000,UN,POLEA PLANA
8175-3476-060,UN,POLEA PLANA
8175-3476-070,UN,POLEA PLANA
8175-3476-080,UN,POLEA PLANA
8175-3476-110,UN,POLEA PLANA
8175-3477-000,UN,POLEA PLANA
8175-3477-040,UN,POLEA PLANA
8175-3477-050,UN,POLEA PLANA
8175-3477-060,UN,POLEA PLANA
8175-3478-000,UN,POLEA PLANA
8175-3478-020,UN,POLEA PLANA
8175-3478-030,UN,POLEA PLANA
8175-3478-040,UN,POLEA PLANA
8175-3478-050,UN,POLEA PLANA
8175-3479-000,UN,POLEA PLANA
8175-3479-020,UN,POLEA PLANA
8175-3479-030,UN,POLEA PLANA
8175-3479-040,UN,POLEA PLANA
8175-3483-010,UN,CORONA DENTADA
8175-3484-000,UN,RODAMIENTO RÍGIDO
8175-3484-010,UN,RODAMIENTO RÍGIDO
8175-3484-020,UN,RODAMIENTO RÍGIDO
8175-3484-030,UN,RODAMIENTO RÍGIDO
8175-3484-050,UN,RODAMIENTO RÍGIDO
8175-3484-060,UN,RODAMIENTO RÍGIDO
8175-3484-070,UN,RODAMIENTO RÍGIDO
8175-3514-020,UN,SOPORTE
8175-3514-030,UN,SOPORTE
8175-3515-000,UN,PERNO
8175-3515-010,UN,PERNO
8175-3515-030,UN,PERNO
8175-3526-000,UN,DISTRIBUIDOR DE GRASA, COMP.
8175-3562-030,UN,SOPORTE
8175-3770-060,UN,CONSOLA
8175-6006-000,UN,JUEGO JUNTAS PARA EL SINFÍN
8175-6006-010,UN,JUEGO JUNTAS PARA EL SINFÍN
8175-6006-070,UN,JUEGO JUNTAS PARA EL SINFÍN
8175-6007-100,UN,JUEGO ANILLOS ESTANQUEIDAD PARA TAMBOR
8175-6007-120,UN,JUEGO ANILLOS ESTANQUEIDAD PARA TAMBOR
8175-6007-130,UN,JUEGO ANILLOS ESTANQUEIDAD PARA TAMBOR
8175-6007-140,UN,JUEGO ANILLOS ESTANQUEIDAD PARA TAMBOR
8175-6007-150,UN,JUEGO ANILLOS ESTANQUEIDAD PARA TAMBOR
8175-6007-260,UN,JUEGO ANILLOS ESTANQUEIDAD PARA TAMBOR
8175-6007-330,UN,JUEGO ANILLOS ESTANQUEIDAD PARA TAMBOR
8175-6007-350,UN,JUEGO ANILLOS ESTANQUEIDAD PARA TAMBOR
8175-6064-000,UN,CHAPA DE DESGASTE, SOLD.
8175-6265-000,UN,JUNTA
8175-6265-010,UN,JUNTA
8175-6272-170,UN,DISPOSITIVO DE LAVADO, COMP.
8175-6375-000,UN,TAPA DE COJINETE
8175-6375-020,UN,TAPA DE COJINETE
8175-6404-000,UN,CASQUILLO
8175-6404-020,UN,CASQUILLO
8175-6404-030,UN,CASQUILLO
8175-6431-000,UN,PIEZA DE COMPENSACIÓN
8175-6431-130,UN,PIEZA DE COMPENSACIÓN
8175-6431-240,UN,PIEZA DE COMPENSACIÓN
8175-6431-250,UN,PIEZA DE COMPENSACIÓN
8175-6448-060,UN,TUBO, SOLD.
8175-6448-070,UN,TUBO, SOLD.
8175-6462-000,UN,PIEZA DE REDUCCIÓN
8175-6469-000,UN,ANILLO
8175-6469-050,UN,ANILLO
8175-6469-070,UN,ANILLO
8175-6470-000,UN,ACERO PLANO
8175-6473-010,UN,ARANDELA / DISCO
8175-6473-080,UN,ARANDELA / DISCO
8175-6473-100,UN,ARANDELA / DISCO
8175-6473-110,UN,ARANDELA / DISCO
8175-6473-150,UN,ARANDELA / DISCO
8175-6473-250,UN,ARANDELA / DISCO
8175-6473-270,UN,ARANDELA / DISCO
8175-6473-300,UN,ARANDELA / DISCO
8175-6473-310,UN,ARANDELA / DISCO
8175-6473-330,UN,ARANDELA / DISCO
8175-6473-340,UN,ARANDELA / DISCO
8175-6473-380,UN,ARANDELA / DISCO
8175-6473-400,UN,ARANDELA / DISCO
8175-6473-430,UN,ARANDELA / DISCO
8175-6493-060,UN,CASQUILLO
8175-6520-070,UN,CUBO DE COJINETE, COMP.
8175-6520-080,UN,CUBO DE COJINETE, COMP.
8175-6520-120,UN,CUBO DE COJINETE, COMP.
8175-6520-140,UN,CUBO DE COJINETE, COMP.
8175-6520-150,UN,CUBO DE COJINETE, COMP.
8175-6520-160,UN,CUBO DE COJINETE, COMP.
8175-6520-170,UN,CUBO DE COJINETE, COMP.
8175-6521-050,UN,CUBO DE COJINETE, SOLD.
8175-6521-080,UN,CUBO DE COJINETE, SOLD.
8175-6521-090,UN,CUBO DE COJINETE, SOLD.
8175-6521-140,UN,CUBO DE COJINETE, SOLD.
8175-6521-160,UN,CUBO DE COJINETE, SOLD.
8175-6521-190,UN,CUBO DE COJINETE, SOLD.
8175-6521-300,UN,CUBO DE COJINETE, SOLD.
8175-6521-310,UN,CUBO DE COJINETE, SOLD.
8175-6521-430,UN,CUBO DE COJINETE, SOLD.
8175-6521-440,UN,CUBO DE COJINETE, SOLD.
8175-6521-450,UN,CUBO DE COJINETE, SOLD.
8175-6521-630,UN,CUBO DE COJINETE, SOLD.
8175-6526-050,UN,CASQUILLO
8175-6526-060,UN,CASQUILLO
8175-6526-070,UN,CASQUILLO
8175-6530-000,UN,DEFLECTOR
8175-6530-030,UN,DEFLECTOR
8175-6530-060,UN,DEFLECTOR
8175-6542-000,UN,ESPIRAL DEL HUSILLO
8175-6542-010,UN,ESPIRAL DEL HUSILLO
8175-6542-020,UN,ESPIRAL DEL HUSILLO
8175-6542-030,UN,ESPIRAL DEL HUSILLO
8175-6542-040,UN,ESPIRAL DEL HUSILLO
8175-6542-120,UN,ESPIRAL DEL HUSILLO
8175-6542-130,UN,ESPIRAL DEL HUSILLO
8175-6542-140,UN,ESPIRAL DEL HUSILLO
8175-6542-150,UN,ESPIRAL DEL HUSILLO
8175-6542-220,UN,ESPIRAL DEL HUSILLO
8175-6542-230,UN,ESPIRAL DEL HUSILLO
8175-6542-240,UN,ESPIRAL DEL HUSILLO
8175-6542-250,UN,ESPIRAL DEL HUSILLO
8175-6542-260,UN,ESPIRAL DEL HUSILLO
8175-6542-370,UN,ESPIRAL DEL HUSILLO
8175-6542-380,UN,ESPIRAL DEL HUSILLO
8175-6542-390,UN,ESPIRAL DEL HUSILLO
8175-6542-400,UN,ESPIRAL DEL HUSILLO
8175-6542-410,UN,ESPIRAL DEL HUSILLO
8175-6542-420,UN,ESPIRAL DEL HUSILLO
8175-6542-430,UN,ESPIRAL DEL HUSILLO
8175-6542-480,UN,ESPIRAL DEL HUSILLO
8175-6542-490,UN,ESPIRAL DEL HUSILLO
8175-6542-500,UN,ESPIRAL DEL HUSILLO
8175-6542-510,UN,ESPIRAL DEL HUSILLO
8175-6542-810,UN,ESPIRAL DEL HUSILLO
8175-6542-820,UN,ESPIRAL DEL HUSILLO
8175-6547-010,UN,CINTA DEL SINFÍN
8175-6547-020,UN,CINTA DEL SINFÍN
8175-6547-030,UN,CINTA DEL SINFÍN
8175-6547-040,UN,CINTA DEL SINFÍN
8175-6552-120,UN,ESPIRAL DEL HUSILLO
8175-6592-000,UN,ANILLO
8175-6592-020,UN,ANILLO
8175-6592-040,UN,ANILLO
8175-6592-070,UN,ANILLO
8175-6592-080,UN,ANILLO
8175-6598-000,UN,ANILLO
8175-6598-010,UN,ANILLO
8175-6611-000,UN,TAPA DEL TAMBOR
8175-6611-020,UN,TAPA DEL TAMBOR
8175-6635-010,UN,PIEZA DE ARRASTRE, SOLD.
8175-6635-020,UN,PIEZA DE ARRASTRE, SOLD.
8175-6637-000,UN,CASQUILLO ROSCADO
8175-6649-060,UN,PIEZA DE ARRASTRE
8175-6649-080,UN,PIEZA DE ARRASTRE
8175-6649-090,UN,PIEZA DE ARRASTRE
8175-6649-100,UN,PIEZA DE ARRASTRE
8175-6656-170,UN,NERVIO
8175-6656-270,UN,NERVIO
8175-6656-350,UN,NERVIO
8175-6685-020,UN,ALETA BLINDADA
8175-6686-000,UN,JUEGO DE ALETAS
8175-6686-010,UN,JUEGO DE ALETAS
8175-6686-020,UN,JUEGO DE ALETAS
8175-6707-000,UN,TAPÓN
8175-6710-000,UN,TOBERA, SOLD.
8175-6726-000,UN,DIAFRAGMA DE REGULACIÓN
8175-6726-010,UN,DIAFRAGMA DE REGULACIÓN
8175-6726-060,UN,DIAFRAGMA DE REGULACIÓN
8175-6726-070,UN,DIAFRAGMA DE REGULACIÓN
8175-6726-090,UN,DIAFRAGMA DE REGULACIÓN
8175-6726-120,UN,DIAFRAGMA DE REGULACIÓN
8175-6726-210,UN,DIAFRAGMA DE REGULACIÓN
8175-6726-230,UN,DIAFRAGMA DE REGULACIÓN
8175-6726-260,UN,DIAFRAGMA DE REGULACIÓN
8175-6726-270,UN,DIAFRAGMA DE REGULACIÓN
8175-6727-000,UN,TUBO REGULADOR
8175-6727-010,UN,TUBO REGULADOR
8175-6727-020,UN,TUBO REGULADOR
8175-6727-030,UN,TUBO REGULADOR
8175-6727-040,UN,TUBO REGULADOR
8175-6727-050,UN,TUBO REGULADOR
8175-6727-060,UN,TUBO REGULADOR
8175-6727-070,UN,TUBO REGULADOR
8175-6727-250,UN,TUBO REGULADOR
8175-6727-270,UN,TUBO REGULADOR
8175-6727-280,UN,TUBO REGULADOR
8175-6727-300,UN,TUBO REGULADOR
8175-6727-330,UN,TUBO REGULADOR
8175-6727-340,UN,TUBO REGULADOR
8175-6727-350,UN,TUBO REGULADOR
8175-6727-360,UN,TUBO REGULADOR
8175-6727-380,UN,TUBO REGULADOR
8175-6727-390,UN,TUBO REGULADOR
8175-6757-000,UN,ANILLO DE PROTECCIÓN
8175-6757-010,UN,ANILLO DE PROTECCIÓN
8175-6757-050,UN,ANILLO DE PROTECCIÓN
8175-6757-060,UN,ARO PROTECTOR, SOLD.
8175-6757-090,UN,ARO PROTECTOR, SOLD.
8175-6757-110,UN,ARO PROTECTOR, SOLD.
8175-6757-160,UN,ARO PROTECTOR, SOLD.
8175-6757-170,UN,ARO PROTECTOR, SOLD.
8175-6757-240,UN,ANILLO DE PROTECCIÓN
8175-6757-260,UN,ARO PROTECTOR, SOLD.
8175-6757-290,UN,ANILLO DE PROTECCIÓN
8175-9321-000,UN,MESA DE TRABAJO, SOLD.
8175-9455-000,UN,PERNO, SOLD.
8175-9455-010,UN,PERNO, SOLD.
8175-9470-000,UN,ACERO PLANO
8175-9695-000,UN,BOMBA DE ENGRASE, COMP.
8175-9813-140,UN,CALIBRE PARA SINFÍN
8175-9813-150,UN,CALIBRE PARA SINFÍN
8175-9813-210,UN,CALIBRE PARA TAMBOR
8175-9824-060,UN,DISPOSITIVO ELEVADOR, SOLD.
8175-9824-070,UN,DISPOSITIVO ELEVADOR, SOLD.
8175-9838-000,UN,HUSILLO
8175-9868-010,UN,CASQUILLO
8175-9898-160,UN,JUEGO GRANDE PZAS. REPUESTO ESPECIALES
8175-9902-560,UN,JUEGO DE PIEZAS DE REPUESTO
8175-9910-050,UN,DISPOSITIVO ELEVADOR, COMP.
8175-9910-070,UN,DISPOSITIVO ELEVADOR, COMP.
8175-9916-010,UN,PIEZA ROSCADA
8175-9939-000,UN,ARANDELA / DISCO
8175-9976-000,UN,TUBO, COMP.
8175-9980-050,UN,DISPOSITIVO DE ENGRASE
8175-9980-060,UN,DISPOSITIVO DE ENGRASE, COMP.
8175-9980-070,UN,DISPOSITIVO DE ENGRASE
8175-9980-080,UN,DISPOSITIVO DE ENGRASE, COMP.
8175-9992-000,UN,JUEGO PIEZAS REPUESTO PARA REVISIÓN
8176-1157-000,UN,ANILLO
8176-1161-000,UN,TORNILLO ROSCADO
8176-1191-040,UN,CHAPA PROTECTORA
8176-1265-000,UN,JUNTA
8176-1265-010,UN,JUNTA
8176-1265-020,UN,JUNTA
8176-1265-040,UN,JUNTA
8176-1454-000,UN,LENGÜETA
8176-1752-090,UN,PARTE SUPERIOR DEL COLECTOR, SOLD.
8176-1752-150,UN,PARTE INFERIOR DEL COLECTOR, SOLD.
8176-1752-160,UN,PARTE SUPERIOR DEL COLECTOR, SOLD.
